Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
2126,16:12:42,6/11/21,1467678,65,7,5.92,24.26,102409.58,54361,0
2127,16:12:45,6/11/21,1470076,973,580,100.4,24.26,102409.07,102946,0
2128,16:12:45,6/11/21,1470495,912,118,33.52,24.26,102409.31,2814,0
2129,16:12:47,6/11/21,1472565,101,8,6.62,24.26,102408.98,153496,0
2130,16:12:48,6/11/21,1473572,878,92,28.43,24.27,102409.36,52397,1
2131,16:12:48,6/11/21,1473698,329,8,11.43,24.27,102409.36,1851,0
2132,16:12:49,6/11/21,1474008,372,8,11.88,24.27,102409.53,1847,0
2133,16:12:49,6/11/21,1474415,601,9,14.04,24.27,102409.53,4005,0
2134,16:12:49,6/11/21,1474563,719,16,16.97,24.27,102409.53,52396,0
2135,16:12:50,6/11/21,1475787,964,272,52.91,24.27,102409.36,52396,0
2136,16:12:50,6/11/21,1475836,963,212,46.55,24.27,102409.36,1852,0
2137,16:12:52,6/11/21,1477931,907,114,32.72,24.27,102409.44,102948,0
2138,16:12:53,6/11/21,1478359,180,7,8.81,24.27,102409.44,1851,0
2139,16:12:53,6/11/21,1478666,76,7,6.06,24.27,102409.1,52397,0
2140,16:12:54,6/11/21,1479603,957,181,43.46,24.27,102409.52,54359,0
2141,16:12:56,6/11/21,1481730,70,7,5.98,24.27,102409.52,103910,0
2142,16:12:58,6/11/21,1483060,515,8,12.95,24.27,102410.09,52398,0
2143,16:12:58,6/11/21,1483458,979,565,97.33,24.27,102410.09,1848,0
2144,16:12:59,6/11/21,1484484,910,121,34.09,24.27,102410.43,52397,0
2145,16:13:00,6/11/21,1485681,189,7,9.03,24.27,102410.43,102948,0
2146,16:13:01,6/11/21,1486107,121,8,7.18,24.28,102410.84,3953,0
2147,16:13:02,6/11/21,1487263,122,8,7.21,24.28,102410.67,52397,0
2148,16:13:02,6/11/21,1487269,752,25,19.25,24.28,102410.67,1848,0
2149,16:13:03,6/11/21,1488054,801,47,22.2,24.28,102410.67,52398,0
2150,16:13:03,6/11/21,1488357,356,8,11.72,24.28,102411.08,1851,0
2151,16:13:03,6/11/21,1488675,728,17,17.29,24.28,102411.08,52396,0
2152,16:13:03,6/11/21,1488737,964,202,45.62,24.28,102411.08,1850,0
2153,16:13:03,6/11/21,1488913,960,160,40.8,24.28,102411.08,3812,1
2154,16:13:04,6/11/21,1489050,916,123,34.49,24.28,102411.08,1850,0
2155,16:13:04,6/11/21,1489244,951,152,39.6,24.28,102410.92,1852,0
2156,16:13:04,6/11/21,1489321,917,120,33.91,24.28,102410.92,1851,0
2157,16:13:05,6/11/21,1490001,218,8,9.69,24.28,102410.75,52399,0
2158,16:13:05,6/11/21,1490846,845,71,24.98,24.28,102410.58,53363,1
2159,16:13:06,6/11/21,1491387,564,8,13.43,24.28,102410.83,1850,0
2160,16:13:07,6/11/21,1492952,918,124,34.68,24.28,102410.83,105021,0
2161,16:13:08,6/11/21,1493390,302,8,11.09,24.28,102411.04,1852,0
2162,16:13:11,6/11/21,1496950,804,56,23.1,24.29,102409.77,204046,1
2163,16:13:12,6/11/21,1497851,118,8,7.09,24.29,102409.6,52400,0
2164,16:13:13,6/11/21,1498159,87,8,6.28,24.29,102409.6,1849,0
2165,16:13:13,6/11/21,1498340,903,102,30.38,24.29,102409.6,1849,0
2166,16:13:13,6/11/21,1498435,386,8,12,24.29,102409.81,5145,0
2167,16:13:13,6/11/21,1498582,82,7,6.17,24.29,102409.81,52395,0
2168,16:13:15,6/11/21,1500810,879,88,27.73,24.29,102409.48,102948,0
2169,16:13:15,6/11/21,1500870,89,7,6.32,24.29,102409.14,2595,0
2170,16:13:16,6/11/21,1500983,896,104,30.74,24.29,102409.14,1849,0
2171,16:13:16,6/11/21,1501016,899,107,31.34,24.29,102409.14,1852,1
2172,16:13:16,6/11/21,1501689,81,7,6.15,24.29,102409.55,52399,0
2173,16:13:17,6/11/21,1502950,913,121,34.1,24.29,102409.21,54499,1
2174,16:13:18,6/11/21,1503262,81,7,6.15,24.29,102409.21,1851,0
2175,16:13:18,6/11/21,1503637,144,8,7.85,24.29,102409.21,52398,0
2176,16:13:19,6/11/21,1504183,63,7,5.91,24.29,102409.62,1849,0
2177,16:13:19,6/11/21,1504389,124,9,7.27,24.29,102409.62,1857,0
2178,16:13:20,6/11/21,1504988,918,124,34.68,24.29,102409.45,52403,1
2179,16:13:20,6/11/21,1505250,964,225,47.75,24.29,102409.29,1852,1
2180,16:13:20,6/11/21,1505499,891,98,29.58,24.29,102409.29,3811,0
2181,16:13:20,6/11/21,1505654,87,8,6.28,24.29,102409.29,52411,0
2182,16:13:21,6/11/21,1506250,91,7,6.37,24.29,102409.29,1847,0
2183,16:13:23,6/11/21,1508042,702,14,16.31,24.3,102409.37,102948,0
2184,16:13:23,6/11/21,1508065,920,124,34.69,24.3,102409.37,1851,0
2185,16:13:23,6/11/21,1508125,910,111,32.15,24.3,102409.37,1850,0
2186,16:13:24,6/11/21,1509569,957,215,46.82,24.3,102409.91,104908,0
2187,16:13:24,6/11/21,1509736,424,8,12.3,24.3,102409.75,2595,0
2188,16:13:24,6/11/21,1509969,773,29,20.02,24.3,102409.75,1848,0
2189,16:13:25,6/11/21,1510734,62,7,5.9,24.3,102409.75,52397,0
2190,16:13:26,6/11/21,1511447,601,8,13.84,24.3,102409.75,1850,0
2191,16:13:27,6/11/21,1512734,169,8,8.54,24.3,102410.16,102944,0
2192,16:13:27,6/11/21,1512749,884,96,29.18,24.3,102410.16,1848,0
2193,16:13:27,6/11/21,1512952,973,418,76.93,24.3,102410.16,3952,0
2194,16:13:28,6/11/21,1513472,953,164,41.35,24.3,102409.99,1851,0
2195,16:13:29,6/11/21,1514391,925,137,37.1,24.3,102410.56,52399,0
2196,16:13:29,6/11/21,1514649,134,8,7.56,24.3,102410.73,52399,0
2197,16:13:32,6/11/21,1517614,311,8,11.2,24.3,102409.73,153491,0
2198,16:13:34,6/11/21,1519200,972,418,76.93,24.31,102409.97,52399,0
2199,16:13:34,6/11/21,1519367,874,86,27.37,24.31,102409.8,3813,1
2200,16:13:35,6/11/21,1520019,875,90,28.06,24.31,102410.22,52401,1
2201,16:13:36,6/11/21,1521852,169,7,8.53,24.31,102410.45,103695,0
2202,16:13:37,6/11/21,1522200,965,260,51.4,24.31,102410.45,1850,1
2203,16:13:38,6/11/21,1523777,434,8,12.37,24.31,102410.7,102949,0
2204,16:13:38,6/11/21,1523884,715,15,16.66,24.31,102410.7,1849,0
2205,16:13:42,6/11/21,1527267,606,8,13.9,24.32,102411.25,153497,0
2206,16:13:42,6/11/21,1527346,885,93,28.64,24.32,102411.25,3951,0
2207,16:13:43,6/11/21,1528339,200,7,9.29,24.32,102411.08,52397,0
2208,16:13:44,6/11/21,1529901,698,13,15.98,24.32,102411.66,102948,0
2209,16:13:47,6/11/21,1532270,69,8,5.97,24.32,102411.91,103692,0
2210,16:13:47,6/11/21,1532758,63,7,5.91,24.32,102411.91,52398,0
2211,16:13:48,6/11/21,1533097,620,9,14.26,24.32,102412.08,1849,0
2212,16:13:48,6/11/21,1533338,746,23,18.83,24.32,102412.08,1850,0
2213,16:13:50,6/11/21,1535072,424,8,12.3,24.32,102412.62,105053,0
2214,16:13:50,6/11/21,1535433,130,7,7.44,24.32,102412.62,1855,0
2215,16:13:51,6/11/21,1536661,138,8,7.67,24.32,102412.12,102956,0
2216,16:13:51,6/11/21,1536667,204,8,9.39,24.32,102412.12,1856,0
2217,16:13:52,6/11/21,1537025,737,20,18.11,24.33,102412.53,1851,0
2218,16:13:52,6/11/21,1537346,884,93,28.63,24.33,102412.53,1851,1
2219,16:13:53,6/11/21,1538490,970,381,71.31,24.33,102412.7,54414,1
2220,16:13:54,6/11/21,1539600,919,126,35.07,24.33,102413.28,102951,1
2221,16:13:56,6/11/21,1541011,866,86,27.34,24.33,102413.11,53145,0
2222,16:13:57,6/11/21,1542189,197,8,9.23,24.33,102412.95,52399,0
2223,16:13:57,6/11/21,1542426,698,12,15.65,24.33,102413.16,1848,0
2224,16:13:57,6/11/21,1542675,906,110,31.94,24.33,102413.16,52399,1
2225,16:13:58,6/11/21,1543126,960,224,47.65,24.33,102412.98,1850,0
2226,16:13:58,6/11/21,1543390,672,11,15.24,24.33,102412.98,3954,0
2227,16:13:59,6/11/21,1544370,889,100,29.95,24.33,102412.98,52400,1
2228,16:13:59,6/11/21,1544706,546,8,13.23,24.33,102412.98,52402,0
2229,16:14:01,6/11/21,1546139,171,8,8.59,24.33,102413.41,52397,0
2230,16:14:01,6/11/21,1546394,468,8,12.6,24.33,102413.06,1848,0
2231,16:14:03,6/11/21,1548627,161,7,8.32,24.34,102413.31,153497,0
2232,16:14:05,6/11/21,1550660,954,177,43,24.34,102413.22,102951,0
2233,16:14:06,6/11/21,1551191,606,9,14.1,24.34,102413.45,4753,0
2234,16:14:06,6/11/21,1551380,922,128,35.45,24.34,102413.45,1851,1
2235,16:14:08,6/11/21,1553470,925,136,36.92,24.34,102413.12,102949,0
2236,16:14:08,6/11/21,1553577,953,157,40.36,24.34,102412.95,52406,0
2237,16:14:08,6/11/21,1553664,979,571,98.49,24.34,102412.95,1850,0
2238,16:14:09,6/11/21,1554093,147,8,7.93,24.34,102413.2,1850,0
2239,16:14:09,6/11/21,1554267,440,9,12.49,24.34,102413.2,3811,0
2240,16:14:10,6/11/21,1555753,846,73,25.26,24.34,102412.86,102948,0
2241,16:14:13,6/11/21,1558939,947,151,39.45,24.35,102412.44,153499,1
2242,16:14:14,6/11/21,1559772,831,72,25.08,24.35,102412.09,52400,0
2243,16:14:16,6/11/21,1561144,460,8,12.55,24.35,102411.97,53144,0
2244,16:14:16,6/11/21,1561166,361,8,11.77,24.35,102411.97,1849,0
2245,16:14:16,6/11/21,1561252,183,8,8.9,24.35,102411.97,1847,0
2246,16:14:16,6/11/21,1561937,388,8,12.02,24.35,102411.64,54497,0
2247,16:14:18,6/11/21,1563342,70,7,5.98,24.35,102411.88,52399,0
2248,16:14:18,6/11/21,1563411,954,153,39.76,24.35,102411.88,1858,0
2249,16:14:19,6/11/21,1564749,218,8,9.69,24.35,102411.95,102948,0
2250,16:14:19,6/11/21,1564832,276,8,10.71,24.35,102411.95,1848,0
2251,16:14:20,6/11/21,1565159,798,44,21.9,24.35,102411.95,1847,0
2252,16:14:22,6/11/21,1566979,786,37,21.13,24.36,102411.53,102943,0
2253,16:14:22,6/11/21,1567346,76,8,6.07,24.36,102411.36,3813,0
2254,16:14:23,6/11/21,1568736,195,8,9.18,24.36,102410.9,102939,0
2255,16:14:25,6/11/21,1570292,102,8,6.65,24.36,102410.39,52396,0
2256,16:14:27,6/11/21,1572199,738,20,18.12,24.36,102409.96,103684,0
2257,16:14:27,6/11/21,1572654,929,138,37.28,24.36,102409.8,52399,0
2258,16:14:28,6/11/21,1573495,164,8,8.4,24.36,102409.62,1853,0
2259,16:14:28,6/11/21,1573777,164,8,8.4,24.36,102409.84,54503,0
2260,16:14:29,6/11/21,1574126,960,201,45.52,24.36,102409.84,1847,0
2261,16:14:29,6/11/21,1574787,121,7,7.18,24.36,102409.67,52397,0
2262,16:14:29,6/11/21,1574973,800,45,22,24.36,102409.5,1849,1
2263,16:14:33,6/11/21,1578339,748,24,19.04,24.37,102409.98,153496,0
2264,16:14:33,6/11/21,1578473,967,194,44.84,24.37,102409.82,1851,1
2265,16:14:33,6/11/21,1578592,950,155,40.06,24.37,102409.82,52398,0
2266,16:14:33,6/11/21,1578746,63,8,5.91,24.37,102409.82,3811,0
2267,16:14:33,6/11/21,1578777,848,63,23.98,24.37,102409.82,1847,0
2268,16:14:34,6/11/21,1579343,198,8,9.25,24.37,102409.82,1850,0
2269,16:14:34,6/11/21,1579837,81,8,6.15,24.37,102409.82,52393,0
2270,16:14:35,6/11/21,1580637,959,268,52.39,24.37,102409.82,53139,0
2271,16:14:37,6/11/21,1582018,164,7,8.4,24.37,102409.73,52399,0
2272,16:14:40,6/11/21,1585665,976,551,94.68,24.38,102410.38,206199,0
2273,16:14:43,6/11/21,1588959,109,7,6.83,24.38,102411.17,153496,0
2274,16:14:48,6/11/21,1593307,953,165,41.49,24.38,102412.43,204045,0
2275,16:14:48,6/11/21,1593454,762,26,19.47,24.38,102412.43,2596,0
